"pred"		"min"		"max"
92.5439		91.9413		93.1465
94.8791		94.2765		95.4817
7.4704		6.8678		8.073
96.0551		95.4525		96.6577
95.6594		95.0568		96.262
78.3465		77.7439		78.9491
94.5257		93.9231		95.1283
70.9191		70.3165		71.5217
90.985		90.3824		91.5876
92.8451		92.2425		93.4477
0		-0.6026		0.6026
96.9028		96.3002		97.5054
77.5559		76.9533		78.1585
81.1015		80.4989		81.7041
86.2537		85.6511		86.8563
92.0271		91.4245		92.6296
88.2774		87.6749		88.88
91.1846		90.582		91.7872
92.6472		92.0446		93.2498
90.6443		90.0417		91.2468
85.1901		84.5876		85.7927
86.2923		85.6897		86.8949
91.9606		91.358		92.5632
84.5975		83.995		85.2001
92.5053		91.9027		93.1079
73.4998		72.8972		74.1024
84.732		84.1294		85.3346
93.1394		92.5368		93.7419
71.7368		71.1343		72.3394
79.1127		78.5101		79.7153
92.5997		91.9971		93.2023
94.7393		94.1367		95.3419
93.1868		92.5842		93.7894
91.3666		90.764		91.9692
89.9421		89.3395		90.5447
82.9257		82.3231		83.5283
96.5142		95.9116		97.1168
87.9081		87.3055		88.5107
87.0507		86.4481		87.6533
92.0918		91.4892		92.6943
91.7493		91.1467		92.3519
94.8197		94.2171		95.4222
88.9825		88.3799		89.5851
88.4562		87.8536		89.0588
81.755		81.1524		82.3576
94.6533		94.0507		95.2559
76.5971		75.9945		77.1997
84.8336		84.2311		85.4362
90.3701		89.7675		90.9727
77.5665		76.9639		78.1691
87.2732		86.6706		87.8758
78.9769		78.3743		79.5795
71.2914		70.6888		71.894
89.9753		89.3728		90.5779
87.6276		87.025		88.2302
83.446		82.8434		84.0486
95.9316		95.329		96.5342
74.0606		73.4581		74.6632
90.1407		89.5381		90.7432
91.6304		91.0278		92.2329
90.4732		89.8706		91.0758
95.0844		94.4818		95.687
90.5329		89.9303		91.1355
76.3047		75.7021		76.9073
94.4766		93.8741		95.0792
90.8647		90.2621		91.4673
86.1489		85.5463		86.7515
90.1061		89.5036		90.7087
96.6264		96.0238		97.2289
85.3674		84.7649		85.97
94.4873		93.8847		95.0899
92.9731		92.3705		93.5757
92.4605		91.8579		93.0631
91.1355		90.5329		91.7381
92.0166		91.4141		92.6192
89.9776		89.3751		90.5802
77.2297		76.6271		77.8323
80.0772		79.4746		80.6797
89.0493		88.4467		89.6518
67.7003		67.0977		68.3029
90.3369		89.7343		90.9395
-3.1341		-3.7366		-2.5315
93.4702		92.8676		94.0728
88.7993		88.1967		89.4019
63.276		62.6734		63.8786
94.7536		94.151		95.3562
93.0364		92.4338		93.6389
89.48		88.8774		90.0826
90.3973		89.7947		90.9999
89.9522		89.3496		90.5548
51.8287		51.2261		52.4313
82.1082		81.5056		82.7108
90.9374		90.3348		91.54
94.2153		93.6127		94.8179
79.8847		79.2821		80.4873
89.7588		89.1562		90.3614
15.7403		15.1377		16.3428
90.4176		89.815		91.0202
91.9019		91.2993		92.5045
87.1485		86.5459		87.7511
94.6484		94.0458		95.251
87.7845		87.1819		88.3871
92.3217		91.7191		92.9243
88.8917		88.2891		89.4943
79.8295		79.2269		80.432
90.0233		89.4207		90.6259
91.711		91.1084		92.3135
93.1438		92.5413		93.7464
88.9716		88.369		89.5742
86.3424		85.7398		86.9449
95.42		94.8175		96.0226
57.7388		57.1363		58.3414
83.7029		83.1004		84.3055
85.7119		85.1093		86.3145
92.8513		92.2487		93.4539
93.7549		93.1523		94.3575
94.9498		94.3472		95.5523
87.9959		87.3933		88.5985
90.8964		90.2938		91.499
83.4599		82.8574		84.0625
93.1513		92.5487		93.7539
97.2945		96.6919		97.8971
81.8526		81.25		82.4552
85.3051		84.7025		85.9077
85.9032		85.3006		86.5058
80.9158		80.3132		81.5184
97.3371		96.7345		97.9397
92.9827		92.3801		93.5852
92.9027		92.3001		93.5053
88.6524		88.0499		89.255
86.4879		85.8853		87.0905
59.9329		59.3303		60.5355
87.9919		87.3893		88.5945
79.79		79.1874		80.3926
55.0445		54.4419		55.6471
72.9455		72.3429		73.5481
91.8463		91.2437		92.4489
96.7298		96.1272		97.3323
69.8787		69.2761		70.4813
84.1886		83.586		84.7912
78.1752		77.5726		78.7778
97.5017		96.8991		98.1043
97.3775		96.7749		97.9801
97.8094		97.2068		98.4119
90.544		89.9414		91.1466
79.8686		79.2661		80.4712
0		-0.6026		0.6026
85.037		84.4344		85.6396
90.0088		89.4062		90.6114
90.8001		90.1975		91.4027
92.2611		91.6585		92.8637
89.35		88.7474		89.9526
88.5282		87.9256		89.1308
87.3577		86.7551		87.9602
88.1295		87.5269		88.7321
85.9498		85.3472		86.5524
89.2525		88.6499		89.8551
93.0487		92.4461		93.6513
89.9064		89.3038		90.509
93.9918		93.3892		94.5944
88.7804		88.1779		89.383
92.9155		92.313		93.5181
92.7855		92.1829		93.388
86.223		85.6204		86.8256
87.7546		87.152		88.3572
94.3768		93.7742		94.9794
67.1669		66.5644		67.7695
94.4267		93.8241		95.0293
94.4637		93.8611		95.0663
95.1977		94.5951		95.8003
83.7533		83.1507		84.3559
91.3871		90.7845		91.9897
81.1309		80.5283		81.7335
97.3819		96.7794		97.9845
92.2946		91.692		92.8971
94.9612		94.3587		95.5638
82.5116		81.909		83.1142
92.5237		91.9211		93.1263
90.9736		90.371		91.5762
89.5426		88.9401		90.1452
88.3068		87.7042		88.9093
90.3742		89.7716		90.9768
82.707		82.1044		83.3096
95.823		95.2204		96.4256
94.1531		93.5505		94.7557
89.7793		89.1767		90.3819
94.5654		93.9628		95.1679
90.9031		90.3005		91.5057
92.6981		92.0955		93.3007
96.9666		96.3641		97.5692
64.895		64.2924		65.4975
92.1966		91.594		92.7992
93.9705		93.3679		94.5731
87.8443		87.2417		88.4469
94.5928		93.9903		95.1954
74.6143		74.0117		75.2169
90.3589		89.7563		90.9615
83.4725		82.8699		84.0751
89.2049		88.6023		89.8075
71.8769		71.2743		72.4795
96.9273		96.3247		97.5299
74.0534		73.4508		74.656
92.3664		91.7638		92.969
90.721		90.1184		91.3236
66.8065		66.204		67.4091
85.795		85.1925		86.3976
82.6026		82		83.2052
94.5286		93.9261		95.1312
88.7736		88.1711		89.3762
95.9341		95.3316		96.5367
90.5594		89.9568		91.162
96.916		96.3134		97.5186
97.5603		96.9577		98.1629
83.7015		83.0989		84.304
96.0855		95.4829		96.6881
90.3757		89.7731		90.9783
89.9113		89.3087		90.5139
84.3569		83.7543		84.9594
91.2082		90.6056		91.8108
75.5797		74.9771		76.1823
89.7081		89.1055		90.3107
95.6134		95.0108		96.216
83.7821		83.1796		84.3847
86.8924		86.2898		87.495
87.0219		86.4193		87.6245
82.8748		82.2722		83.4774
93.8631		93.2606		94.4657
91.0769		90.4743		91.6795
94.6917		94.0891		95.2943
83.6655		83.0629		84.268
94.8503		94.2477		95.4529
1.5655		0.9629		2.1681
89.8837		89.2811		90.4863
97.5584		96.9558		98.161
96.266		95.6634		96.8686
93.8062		93.2036		94.4088
79.5508		78.9482		80.1534
86.653		86.0504		87.2555
84.3196		83.7171		84.9222
92.4393		91.8367		93.0419
83.1133		82.5107		83.7159
79.5804		78.9778		80.183
89.666		89.0634		90.2686
93.3822		92.7796		93.9847
91.5636		90.961		92.1662
86.321		85.7184		86.9236
92.3624		91.7598		92.965
73.8433		73.2407		74.4459
78.4904		77.8878		79.093
88.5009		87.8983		89.1035
83.2904		82.6878		83.893
97.8649		97.2623		98.4675
94.33		93.7275		94.9326
75.8296		75.227		76.4322
93.1627		92.5601		93.7653
96.8012		96.1986		97.4037
89.3262		88.7236		89.9288
97.4587		96.8561		98.0613
86.8416		86.239		87.4442
88.9099		88.3073		89.5125
65.0596		64.457		65.6622
97.6432		97.0406		98.2458
94.5908		93.9882		95.1934
79.1265		78.5239		79.729
74.7441		74.1415		75.3467
91.8617		91.2591		92.4642
89.9898		89.3872		90.5924
88.4866		87.8841		89.0892
91.0667		90.4641		91.6693
95.4051		94.8025		96.0077
88.5726		87.9701		89.1752
92.1815		91.5789		92.7841
97.0412		96.4386		97.6438
72.1081		71.5055		72.7107
92.7987		92.1961		93.4013
90.8307		90.2281		91.4333
91.0947		90.4921		91.6973
68.2125		67.6099		68.8151
97.3752		96.7726		97.9778
88.0694		87.4669		88.672
97.0762		96.4737		97.6788
96.6407		96.0382		97.2433
84.4388		83.8362		85.0414
89.8486		89.246		90.4512
10.4941		9.8915		11.0966
92.2699		91.6673		92.8725
85.9984		85.3958		86.601
85.5591		84.9565		86.1617
81.5433		80.9407		82.1459
84.6533		84.0507		85.2559
93.8113		93.2087		94.4138
90.1561		89.5535		90.7587
89.9447		89.3421		90.5473
67.3125		66.7099		67.915
88.689		88.0864		89.2916
95.7417		95.1391		96.3443
89.7026		89.1		90.3052
90.7777		90.1751		91.3803
83.811		83.2084		84.4135
85.7742		85.1716		86.3768
83.3419		82.7393		83.9445
84.4841		83.8815		85.0867
94.0682		93.4656		94.6708
93.0397		92.4371		93.6422
95.4953		94.8927		96.0979
92.0939		91.4913		92.6965
60.3261		59.7235		60.9286
85.7192		85.1166		86.3217
84.5154		83.9128		85.118
83.366		82.7634		83.9686
91.4807		90.8782		92.0833
84.154		83.5514		84.7565
94.0077		93.4051		94.6103
83.187		82.5844		83.7896
93.3121		92.7095		93.9147
88.0292		87.4266		88.6317
89.8589		89.2563		90.4615
80.5625		79.9599		81.1651
92.7539		92.1514		93.3565
79.6636		79.061		80.2662
91.2821		90.6795		91.8847
76.6583		76.0557		77.2609
62.953		62.3504		63.5556
85.1158		84.5132		85.7184
81.4205		80.8179		82.0231
89.0262		88.4237		89.6288
84.9693		84.3667		85.5718
90.3487		89.7462		90.9513
73.7496		73.147		74.3522
89.7571		89.1545		90.3597
73.9765		73.3739		74.5791
80.6116		80.009		81.2142
93.1565		92.5539		93.7591
97.3055		96.7029		97.908
88.9658		88.3632		89.5683
69.863		69.2604		70.4656
90.028		89.4254		90.6305
86.4048		85.8022		87.0074
82.6593		82.0567		83.2619
90.0066		89.404		90.6092
95.3885		94.7859		95.9911
89.6409		89.0383		90.2435
84.5382		83.9356		85.1408
92.5811		91.9785		93.1837
79.5137		78.9111		80.1163
79.157		78.5544		79.7596
96.4638		95.8612		97.0664
90.5638		89.9612		91.1663
90.5688		89.9662		91.1714
92.8241		92.2216		93.4267
89.6953		89.0927		90.2978
83.9642		83.3616		84.5668
87.8532		87.2506		88.4558
96.8176		96.215		97.4202
79.8931		79.2905		80.4956
90.8491		90.2466		91.4517
95.0762		94.4736		95.6788
77.6771		77.0745		78.2797
72.115		71.5124		72.7176
93.9895		93.3869		94.5921
84.7926		84.19		85.3952
87.9973		87.3947		88.5999
96.9561		96.3536		97.5587
84.3974		83.7948		84.9999
89.1727		88.5701		89.7753
87.2846		86.682		87.8872
57.4533		56.8507		58.0559
96.504		95.9015		97.1066
88.4642		87.8617		89.0668
94.6282		94.0256		95.2308
91.44		90.8374		92.0426
72.6467		72.0442		73.2493
81.9261		81.3235		82.5287
87.499		86.8965		88.1016
58.3993		57.7968		59.0019
84.3865		83.784		84.9891
96.8732		96.2706		97.4758
93.0649		92.4624		93.6675
81.8423		81.2397		82.4449
89.2249		88.6223		89.8275
89.5434		88.9408		90.146
93.3336		92.731		93.9362
75.6378		75.0352		76.2404
80.3721		79.7695		80.9747
76.4202		75.8176		77.0228
85.9799		85.3773		86.5824
81.2244		80.6218		81.827
93.2266		92.624		93.8292
79.4744		78.8718		80.077
94.4542		93.8516		95.0568
81.2928		80.6902		81.8953
88.1306		87.528		88.7332
93.7548		93.1523		94.3574
93.5279		92.9253		94.1305
94.7086		94.106		95.3112
93.1975		92.5949		93.8001
88.9534		88.3508		89.556
91.31		90.7074		91.9126
84.9064		84.3038		85.509
90.7854		90.1828		91.3879
91.4747		90.8722		92.0773
88.8272		88.2246		89.4297
95.4431		94.8406		96.0457
93.4614		92.8589		94.064
89.3701		88.7675		89.9727
94.6097		94.0072		95.2123
78.0005		77.3979		78.6031
77.6867		77.0841		78.2893
90.9667		90.3641		91.5693
91.4485		90.846		92.0511
89.6874		89.0848		90.2899
94.5197		93.9171		95.1222
94.9616		94.359		95.5642
0		-0.6026		0.6026
89.8856		89.283		90.4881
90.5376		89.9351		91.1402
92.7361		92.1335		93.3387
96.5766		95.974		97.1792
91.0402		90.4376		91.6427
82.9282		82.3256		83.5308
95.8155		95.2129		96.4181
84.7388		84.1362		85.3414
85.3992		84.7966		86.0017
88.3978		87.7952		89.0004
67.5541		66.9515		68.1567
75.5754		74.9728		76.178
70.363		69.7604		70.9655
67.3669		66.7643		67.9695
86.9417		86.3391		87.5443
93.5355		92.9329		94.1381
80.9929		80.3903		81.5955
90.4327		89.8301		91.0353
91.7415		91.1389		92.3441
91.1008		90.4982		91.7034
62.8897		62.2872		63.4923
83.3099		82.7073		83.9124
95.6966		95.094		96.2992
87.3118		86.7092		87.9144
18.1997		17.5971		18.8023
88.3948		87.7922		88.9974
91.8522		91.2496		92.4548
89.2242		88.6216		89.8267
88.6914		88.0888		89.294
94.8921		94.2895		95.4947
92.2479		91.6453		92.8505
59.7101		59.1076		60.3127
89.3184		88.7158		89.921
86.8494		86.2469		87.452
97.4494		96.8468		98.0519
85.8108		85.2082		86.4133
95.4455		94.8429		96.0481
89.3414		88.7389		89.944
60.7431		60.1405		61.3456
92.8411		92.2385		93.4437
70.6679		70.0653		71.2704
83.681		83.0784		84.2836
93.321		92.7184		93.9236
93.0595		92.4569		93.6621
90.1533		89.5507		90.7558
75.9124		75.3098		76.515
77.5877		76.9852		78.1903
90.4543		89.8517		91.0569
91.1285		90.5259		91.7311
93.571		92.9684		94.1736
92.6505		92.0479		93.2531
88.7056		88.103		89.3082
88.3213		87.7187		88.9238
86.7513		86.1487		87.3539
66.1769		65.5743		66.7795
90.5965		89.9939		91.1991
94.0686		93.466		94.6712
78.625		78.0225		79.2276
92.7835		92.1809		93.3861
75.7194		75.1168		76.322
81.2376		80.635		81.8401
95.5979		94.9953		96.2005
86.9857		86.3831		87.5883
92.3072		91.7046		92.9098
0.0774		-0.5252		0.68
85.2501		84.6476		85.8527
60.8327		60.2301		61.4353
91.1855		90.5829		91.7881
87.0526		86.45		87.6552
94.9157		94.3131		95.5183
93.1981		92.5955		93.8007
90.5571		89.9545		91.1597
86.6544		86.0518		87.257
98.11		97.5075		98.7126
87.7152		87.1126		88.3178
87.0429		86.4403		87.6455
92.6251		92.0225		93.2277
88.9046		88.302		89.5072
-0.0158		-0.6184		0.5868
84.7125		84.1099		85.3151
89.434		88.8314		90.0366
89.8518		89.2492		90.4544
96.0916		95.489		96.6941
94.9542		94.3516		95.5568
83.4308		82.8282		84.0334
72.9635		72.3609		73.566
91.3036		90.701		91.9062
81.4821		80.8795		82.0847
91.6929		91.0904		92.2955
94.2438		93.6412		94.8464
87.9236		87.321		88.5262
67.4261		66.8235		68.0286
87.5932		86.9906		88.1958
97.4829		96.8804		98.0855
93.2799		92.6773		93.8825
90.802		90.1994		91.4046
85.0616		84.459		85.6642
87.5028		86.9002		88.1054
81.3446		80.742		81.9472
79.227		78.6245		79.8296
86.5378		85.9353		87.1404
87.6298		87.0272		88.2324
77.3119		76.7094		77.9145
94.7579		94.1553		95.3605
85.0346		84.432		85.6372
88.2295		87.627		88.8321
86.1492		85.5466		86.7518
88.4759		87.8733		89.0785
87.4989		86.8963		88.1015
85.6285		85.0259		86.2311
93.4055		92.8029		94.0081
96.1087		95.5061		96.7112
93.7538		93.1512		94.3564
90.1948		89.5922		90.7974
88.9805		88.3779		89.5831
89.3846		88.782		89.9872
78.4535		77.8509		79.0561
91.9323		91.3297		92.5348
93.2598		92.6572		93.8624
95.1889		94.5863		95.7915
94.6927		94.0901		95.2953
88.5812		87.9786		89.1838
97.8397		97.2372		98.4423
87.7801		87.1775		88.3826
96.8255		96.2229		97.428
0.0719		-0.5306		0.6745
93.1563		92.5537		93.7589
84.7748		84.1722		85.3774
84.8014		84.1988		85.404
95.5594		94.9568		96.162
90.72		90.1174		91.3226
67.7443		67.1417		68.3469
93.9227		93.3202		94.5253
90.9513		90.3487		91.5538
86.6348		86.0322		87.2374
79.2594		78.6568		79.862
0.2928		-0.3098		0.8954
87.7774		87.1749		88.38
84.6206		84.018		85.2231
98.2993		97.6968		98.9019
93		92.3974		93.6026
91.6861		91.0836		92.2887
90.4502		89.8476		91.0528
84.2711		83.6686		84.8737
88.257		87.6544		88.8596
90.6887		90.0861		91.2913
88.8853		88.2827		89.4879
82.1748		81.5722		82.7774
90.073		89.4704		90.6756
88.9309		88.3283		89.5335
89.5844		88.9818		90.1869
92.0505		91.4479		92.6531
92.8642		92.2616		93.4667
91.4257		90.8231		92.0283
57.271		56.6684		57.8736
70.9548		70.3522		71.5574
91.4166		90.8141		92.0192
96.5214		95.9188		97.124
96.9985		96.3959		97.6011
90.4238		89.8212		91.0263
87.4026		86.8		88.0052
84.4502		83.8476		85.0528
92.7011		92.0985		93.3037
94.7312		94.1286		95.3338
86.0397		85.4372		86.6423
82.8884		82.2858		83.4909
93.4295		92.8269		94.0321
96.0163		95.4137		96.6188
72.4386		71.836		73.0412
85.1747		84.5721		85.7773
85.7757		85.1732		86.3783
95.8924		95.2899		96.495
90.8563		90.2537		91.4588
89.2256		88.623		89.8281
84.9182		84.3156		85.5208
82.3336		81.731		82.9362
91.9496		91.347		92.5522
93.2061		92.6035		93.8087
85.6001		84.9975		86.2027
81.1679		80.5653		81.7705
-2.1356		-2.7382		-1.533
78.1689		77.5664		78.7715
77.7931		77.1905		78.3957
91.3449		90.7423		91.9475
89.7087		89.1061		90.3113
73.5002		72.8976		74.1028
59.7174		59.1148		60.32
92.9979		92.3953		93.6005
90.8742		90.2716		91.4768
80.4593		79.8568		81.0619
83.8793		83.2767		84.4819
89.0702		88.4676		89.6728
97.0094		96.4069		97.612
73.7672		73.1646		74.3698
81.7572		81.1546		82.3598
93.3276		92.725		93.9302
0		-0.6026		0.6026
69.4741		68.8715		70.0767
77.1284		76.5258		77.731
61.3806		60.778		61.9831
88.5603		87.9578		89.1629
82.5623		81.9597		83.1649
89.4573		88.8547		90.0599
91.9069		91.3043		92.5095
88.0134		87.4108		88.616
77.5066		76.904		78.1092
88.3762		87.7737		88.9788
89.194		88.5914		89.7966
93.128		92.5255		93.7306
80.4397		79.8371		81.0423
90.6329		90.0303		91.2355
92.8965		92.2939		93.4991
85.124		84.5214		85.7265
80.9813		80.3787		81.5839
95.6841		95.0815		96.2867
0		-0.6026		0.6026
91.711		91.1084		92.3136
86.1212		85.5186		86.7238
83.9697		83.3671		84.5723
94.6554		94.0528		95.258
93.1921		92.5896		93.7947
78.8164		78.2138		79.419
66.4244		65.8218		67.027
91.1905		90.5879		91.7931
97.7184		97.1158		98.321
79.9312		79.3286		80.5338
90.0367		89.4342		90.6393
92.5079		91.9053		93.1105
84.765		84.1624		85.3676
85.5163		84.9137		86.1189
91.4698		90.8672		92.0723
93.8878		93.2852		94.4904
0		-0.6026		0.6026
90.2524		89.6499		90.855
86.3937		85.7911		86.9962
89.8016		89.199		90.4042
87.6303		87.0278		88.2329
95.4123		94.8097		96.0149
93.4133		92.8108		94.0159
92.2832		91.6806		92.8858
89.0748		88.4722		89.6774
91.9756		91.373		92.5782
91.192		90.5894		91.7946
94.0135		93.4109		94.6161
0.0753		-0.5273		0.6779
53.3078		52.7052		53.9104
92.7211		92.1185		93.3237
90.5563		89.9537		91.1589
79.8102		79.2076		80.4128
88.4923		87.8897		89.0949
54.1628		53.5603		54.7654
95.3824		94.7798		95.9849
93.1467		92.5442		93.7493
79.8817		79.2791		80.4843
94.4592		93.8566		95.0618
90.3549		89.7523		90.9575
89.3455		88.7429		89.9481
75.2875		74.6849		75.8901
95.3256		94.723		95.9282
78.3059		77.7033		78.9085
-0.0404		-0.643		0.5622
88.4297		87.8271		89.0323
80.7468		80.1442		81.3494
74.3266		73.724		74.9292
87.7406		87.138		88.3432
95.5896		94.9871		96.1922
91.5961		90.9935		92.1987
94.8345		94.2319		95.437
80.227		79.6244		80.8296
93.5989		92.9963		94.2014
95.3991		94.7966		96.0017
82.5097		81.9072		83.1123
82.7252		82.1226		83.3278
90.581		89.9784		91.1835
91.4481		90.8455		92.0506
90.7314		90.1288		91.3339
93.6327		93.0301		94.2352
90.9054		90.3028		91.508
85.9833		85.3807		86.5859
69.0723		68.4697		69.6749
78.0965		77.4939		78.6991
95.1954		94.5928		95.798
82.5699		81.9673		83.1724
94.1132		93.5106		94.7158
94.9938		94.3912		95.5964
74.9328		74.3302		75.5353
95.0287		94.4261		95.6313
89.222		88.6194		89.8245
93.3587		92.7561		93.9612
89.6475		89.0449		90.2501
86.4622		85.8597		87.0648
97.1998		96.5973		97.8024
80.9235		80.3209		81.5261
85.4687		84.8661		86.0712
87.5505		86.9479		88.1531
92.6318		92.0292		93.2344
93.3876		92.785		93.9902
86.759		86.1564		87.3615
65.149		64.5464		65.7515
91.4287		90.8261		92.0312
93.0938		92.4912		93.6963
97.5502		96.9476		98.1528
73.0928		72.4902		73.6954
85.9859		85.3833		86.5885
94.4328		93.8302		95.0354
86.7608		86.1582		87.3634
95.6698		95.0672		96.2723
88.9843		88.3817		89.5869
91.3832		90.7806		91.9858
87.1163		86.5137		87.7189
91.662		91.0594		92.2646
87.7401		87.1375		88.3427
88.3613		87.7587		88.9639
85.4514		84.8488		86.054
92.2102		91.6076		92.8128
96.9899		96.3873		97.5925
87.5869		86.9843		88.1895
81.8385		81.2359		82.4411
73.3148		72.7122		73.9174
92		91.3974		92.6026
89.998		89.3955		90.6006
80.7952		80.1926		81.3978
87.9203		87.3177		88.5229
87.6215		87.0189		88.2241
91.791		91.1884		92.3935
91.9771		91.3746		92.5797
89.988		89.3854		90.5906
84.4034		83.8009		85.006
87.9381		87.3355		88.5406
88.5058		87.9032		89.1084
93.5346		92.932		94.1371
88.9173		88.3147		89.5199
97.5404		96.9378		98.143
84.5114		83.9088		85.114
75.0616		74.459		75.6642
90.1086		89.506		90.7112
89.5587		88.9561		90.1613
83.3403		82.7378		83.9429
89.9711		89.3685		90.5736
73.9969		73.3943		74.5995
84.784		84.1815		85.3866
96.521		95.9184		97.1236
91.3775		90.7749		91.9801
95.9965		95.3939		96.5991
73.7935		73.1909		74.3961
3.0063		2.4037		3.6089
86.1767		85.5741		86.7793
87.2674		86.6648		87.87
95.9991		95.3965		96.6017
86.8614		86.2588		87.464
91.3005		90.6979		91.9031
90.7812		90.1786		91.3838
93.6768		93.0742		94.2794
83.9667		83.3641		84.5693
94.0972		93.4946		94.6998
77.019		76.4164		77.6216
72.3089		71.7063		72.9115
92.3853		91.7827		92.9879
77.346		76.7434		77.9485
90.3337		89.7311		90.9363
86.2168		85.6142		86.8194
93.319		92.7164		93.9216
95.1152		94.5126		95.7177
90.5463		89.9437		91.1488
79.7183		79.1157		80.3209
64.1053		63.5027		64.7079
94.1622		93.5596		94.7648
-0.0174		-0.62		0.5852
71.6711		71.0685		72.2737
0.1023		-0.5003		0.7049
0.19		-0.4126		0.7926
94.5408		93.9382		95.1434
91.8997		91.2971		92.5023
86.1245		85.5219		86.7271
85.5054		84.9028		86.108
93.6218		93.0192		94.2244
74.9458		74.3432		75.5483
95.991		95.3884		96.5936
90.4058		89.8032		91.0084
70.1521		69.5495		70.7547
84.6595		84.0569		85.262
71.0909		70.4883		71.6934
87.6017		86.9992		88.2043
93.2254		92.6228		93.828
88.8158		88.2132		89.4184
90.5003		89.8977		91.1029
79.5372		78.9346		80.1398
74.9994		74.3969		75.602
88.4104		87.8078		89.013
76.9497		76.3471		77.5523
69.0459		68.4433		69.6485
92.4085		91.8059		93.0111
79.8808		79.2783		80.4834
95.1484		94.5458		95.7509
58.4097		57.8071		59.0122
81.317		80.7144		81.9196
68.9272		68.3246		69.5297
95.9872		95.3846		96.5898
95.8856		95.283		96.4882
96.2223		95.6198		96.8249
79.3809		78.7784		79.9835
92.0846		91.482		92.6872
75.7168		75.1142		76.3194
92.4944		91.8918		93.097
81.1364		80.5338		81.739
88.035		87.4324		88.6376
93.5748		92.9722		94.1774
88.9103		88.3077		89.5129
85.1058		84.5032		85.7084
84.607		84.0044		85.2096
97.2363		96.6338		97.8389
96.5261		95.9235		97.1286
94.2346		93.632		94.8371
79.8191		79.2165		80.4217
94.9706		94.368		95.5732
94.7772		94.1747		95.3798
76.6525		76.0499		77.2551
96.6827		96.0801		97.2853
72.4464		71.8438		73.049
91.1273		90.5247		91.7298
91.9547		91.3521		92.5573
82.8651		82.2625		83.4677
88.6118		88.0092		89.2144
88.3317		87.7291		88.9343
87.7193		87.1167		88.3219
89.2402		88.6377		89.8428
91.2037		90.6011		91.8063
86.1859		85.5834		86.7885
95.6427		95.0402		96.2453
84.961		84.3584		85.5636
85.1036		84.501		85.7061
90.2265		89.624		90.8291
87.3021		86.6995		87.9047
89.7032		89.1006		90.3058
95.5429		94.9404		96.1455
87.3508		86.7482		87.9534
84.2826		83.68		84.8852
69.9787		69.3761		70.5813
80.5015		79.8989		81.1041
91.0441		90.4416		91.6467
89.6813		89.0787		90.2839
77.4611		76.8585		78.0637
89.6637		89.0611		90.2663
87.9805		87.3779		88.5831
87.531		86.9284		88.1336
92.2739		91.6713		92.8765
85.0795		84.4769		85.682
93.4836		92.8811		94.0862
95.6854		95.0828		96.288
77.8863		77.2837		78.4889
92.2314		91.6288		92.834
72.2098		71.6072		72.8124
87.8606		87.258		88.4632
80.8604		80.2578		81.463
89.5568		88.9542		90.1594
92.0599		91.4573		92.6625
87.6655		87.0629		88.2681
84.6918		84.0892		85.2944
87.6305		87.0279		88.2331
84.4269		83.8244		85.0295
85.3458		84.7432		85.9484
92.204		91.6014		92.8066
86.8403		86.2377		87.4429
90.7964		90.1938		91.399
91.8084		91.2058		92.411
89.9665		89.3639		90.569
91.0431		90.4405		91.6457
87.5125		86.9099		88.1151
91.1871		90.5845		91.7897
96.0258		95.4232		96.6284
92.91		92.3074		93.5125
84.1674		83.5648		84.77
88.7577		88.1551		89.3603
91.7364		91.1338		92.339
72.6575		72.0549		73.2601
76.5082		75.9056		77.1108
86.4903		85.8877		87.0929
91.9037		91.3011		92.5063
94.4159		93.8133		95.0184
90.4626		89.86		91.0652
95.7418		95.1392		96.3444
77.4003		76.7977		78.0029
96.3835		95.7809		96.9861
76.8649		76.2623		77.4674
78.7779		78.1753		79.3804
86.9432		86.3407		87.5458
95.3512		94.7487		95.9538
82.6618		82.0592		83.2644
86.2618		85.6592		86.8643
77.2644		76.6618		77.867
95.7287		95.1261		96.3313
91.8845		91.2819		92.4871
91.5835		90.9809		92.1861
93.1196		92.5171		93.7222
88.12		87.5174		88.7226
90.4712		89.8686		91.0738
93.3514		92.7488		93.954
71.7644		71.1618		72.367
76.1275		75.5249		76.73
91.6712		91.0686		92.2738
97.2045		96.6019		97.8071
89.2264		88.6238		89.8289
72.8197		72.2171		73.4223
95.68		95.0774		96.2826
78.99		78.3875		79.5926
88.1672		87.5646		88.7698
90.2989		89.6963		90.9015
91.7183		91.1157		92.3209
81.1469		80.5443		81.7495
72.7157		72.1131		73.3183
70.924		70.3215		71.5266
85.831		85.2284		86.4336
93.2892		92.6866		93.8918
86.9224		86.3198		87.525
71.1487		70.5461		71.7513
71.615		71.0124		72.2175
80.2366		79.634		80.8392
94.2703		93.6678		94.8729
88.8973		88.2947		89.4999
89.7689		89.1663		90.3715
96.4136		95.811		97.0161
85.3565		84.7539		85.9591
95.0252		94.4226		95.6278
84.4147		83.8121		85.0173
95.0259		94.4233		95.6285
82.9279		82.3254		83.5305
77.4511		76.8485		78.0536
89.4994		88.8968		90.102
94.5861		93.9835		95.1887
81.712		81.1094		82.3146
83.2677		82.6651		83.8703
98.0264		97.4238		98.629
85.6326		85.0301		86.2352
71.0531		70.4505		71.6557
85.4436		84.841		86.0462
92.3979		91.7953		93.0005
